,experiment_num,MUITAS summ1 (mean),MUITAS summ2 (mean)
49,099,0.9999999999999998,0.857142857142877
2,100,0.9999999999999998,0.970739605773008
20,101,0.9999999999999998,0.857142857142877
74,102,0.9999999999999998,0.857142857142877
69,103,0.9999999999999998,0.857142857142877
79,104,0.9999999999999998,0.857142857142877
83,105,0.9999999999999998,0.857142857142877
163,106,0.9999999999999998,0.857142857142877
17,107,0.9999999999999998,0.9431403476659248
113,108,0.9999999999999998,0.857142857142877
55,109,0.9999999999999998,0.857142857142877
76,110,0.9999999999999998,0.857142857142877
118,111,0.9999999999999998,0.857142857142877
16,112,0.9999999999999998,0.857142857142877
45,113,0.9999999999999998,0.8578419979572661
42,114,0.9999999999999998,0.9974996217787049
145,115,0.9999999999999998,0.864590502589547
68,116,0.9999999999999998,0.8572833621301744
166,117,0.9999999999999998,0.857835036108199
40,118,0.9999999999999998,0.8573128161069968
27,119,0.9999999999999998,0.868414523347324
63,120,0.9999999999999998,0.8571599188173148
70,121,0.9999999999999998,0.9926234360409968
39,122,0.9999999999999998,0.8632077425358047
85,123,0.9999999999999998,0.8571549574995888
107,124,0.9999999999999998,0.8572577974454573
124,125,0.9999999999999998,0.8571551175420961
5,126,0.9999999999999998,0.8641123913444536
147,127,0.9999999999999998,0.8571595987323002
37,128,0.9999999999999998,0.9807074731653657
135,129,0.9999999999999998,0.8615789731559846
41,130,0.9999999999999998,0.8571546674225443
52,131,0.9999999999999998,0.8571592992979318
100,132,0.9999999999999998,0.8571548077824046
136,133,0.9999999999999998,0.8624685992642882
59,134,0.9999999999999998,0.8571590185782113
160,135,0.9999999999999998,0.975565025042413
86,136,0.9999999999999998,0.8614707317337078
77,137,0.9999999999999998,0.8571536866858702
53,138,0.9999999999999998,0.8571577944435574
62,139,0.9999999999999998,0.8571541542610387
116,140,0.9999999999999998,0.8621240940703592
146,141,0.9999999999999998,0.8746416692667704
105,142,0.9999999999999998,0.99915281193504
75,143,0.9999999999999999,0.8710653629764802
126,144,0.9999999999999998,0.8681268276542469
88,145,0.9999999999999998,0.8802661352896111
92,146,0.9999999999999998,0.8657203098376594
101,147,0.9999999999999998,0.8879371310834564
31,148,0.9999999999999998,0.8636384496350281
0,149,0.9999999999999998,0.997866776819075
111,150,0.9999999999999999,0.870298536212821
30,151,0.9999999999999998,0.8611359660207335
18,152,0.9999999999999998,0.8651819809617598
24,153,0.9999999999999998,0.8607896614444758
51,154,0.9999999999999998,0.8834680184186258
14,155,0.9999999999999998,0.8619873333849755
23,156,0.9999999999999998,0.9954832587410803
35,157,0.9999999999999999,0.8683953192845634
120,158,0.9999999999999998,0.8601531831819571
99,159,0.9999999999999998,0.8621112886950476
149,160,0.9999999999999998,0.8600573891853072
22,161,0.9999999999999998,0.8798502465073604
78,162,0.9999999999999998,0.8616744936290306
12,163,0.9999999999999998,0.9948389038080393
98,164,0.9999999999999999,0.8681369229132734
58,165,0.9999999999999998,0.8600209965792894
25,166,0.9999999999999998,0.8617422431448182
131,167,0.9999999999999998,0.8599179601656556
137,168,0.9999999999999998,0.8773833665577064
